Transaction_ID,Day_name,Brand,Units_Sold,Price_Per_Unit,Customer_Name,Customer_Age,City,Payment_Method,Customer_Ratings,Mobile_Model,Sales_Date
3304,Wednesday,Xiaomi,3,31228.17,Mudassar Mirza,46,Multan,Easypaisa,4,Mi 11,5/8/2024
3305,Wednesday,Apple,6,30016.89,Sadia Baig,50,Mardan,Cash,2,iPhone 11,5/8/2024
3306,Wednesday,Xiaomi,2,12276.3,Afshan Butt,33,Islamabad,Cash,5,Mi 11,5/8/2024
3307,Wednesday,Vivo,1,18817.62,Rabia Bhutto,52,Mardan,Credit Card,1,Vivo V20,5/8/2024
3308,Thursday,Vivo,1,65024.69,Nadia Siddiqui,59,Multan,Easypaisa,4,Vivo Y51,5/9/2024
3309,Thursday,OnePlus,5,69896.65,Javeria Syed,34,Islamabad,Bank Transfer,5,OnePlus 9,5/9/2024
3310,Thursday,Xiaomi,4,56831.23,Parveen Mirza,21,Lahore,JazzCash,1,Redmi Note 10,5/9/2024
3311,Friday,OnePlus,1,27208.76,Rubina Durrani,21,Karachi,Cash,5,OnePlus 8T,5/10/2024
3312,Friday,Xiaomi,4,34146.71,Zainab Hussain,42,Sukkur,Credit Card,4,Mi 11,5/10/2024
3313,Friday,OnePlus,3,54370.21,Talha Khattak,50,Karachi,Easypaisa,3,OnePlus 8T,5/10/2024
3314,Saturday,Vivo,2,68110.81,Mariam Raza,31,Karachi,Credit Card,1,Vivo S1,5/11/2024
3315,Saturday,Apple,9,37328.27,Ali Gillani,41,Hyderabad,Easypaisa,5,iPhone 12,5/11/2024
3316,Saturday,OnePlus,1,59771.34,Mariam Chaudhry,28,Abbottabad,Credit Card,5,OnePlus Nord,5/11/2024
3317,Sunday,Xiaomi,7,68504.14,Parveen Khan,42,Islamabad,Bank Transfer,4,Mi 11,5/12/2024
3318,Sunday,Xiaomi,4,62408.39,Aroha Riaz,45,Islamabad,JazzCash,4,Redmi 9,5/12/2024
3319,Sunday,Vivo,5,23628.98,Noor Malik,24,Sheikhupura,JazzCash,4,Vivo S1,5/12/2024
3320,Monday,Xiaomi,5,10481.91,Furqan Kazmi,53,Karachi,Credit Card,3,Mi 11,5/13/2024
3321,Monday,Samsung,1,39524.9,Irfan Kazmi,27,Multan,Credit Card,2,Galaxy Note 20,5/13/2024
3322,Monday,Apple,6,41881.65,Sohail Abbasi,53,Mardan,Cash,5,iPhone 12,5/13/2024
3323,Monday,OnePlus,9,22075.02,Shabana Cheema,48,Multan,Bank Transfer,3,OnePlus 9,5/13/2024
3324,Tuesday,Apple,2,27080.46,Mariam Wattoo,36,Hyderabad,Cash,5,iPhone SE,5/14/2024
3325,Tuesday,Vivo,7,55909.19,Tahir Hashmi,35,Bahawalpur,Credit Card,3,Vivo Y51,5/14/2024
3326,Tuesday,OnePlus,6,38220.84,Zubair Ali,23,Sialkot,Easypaisa,1,OnePlus 9,5/14/2024
3327,Tuesday,OnePlus,5,29041.25,Aamir Naqvi,45,Bahawalpur,JazzCash,2,OnePlus 9,5/14/2024
3328,Wednesday,Samsung,4,47357.56,Aisha Sheikh,24,Mardan,Bank Transfer,5,Galaxy A51,5/15/2024
3329,Wednesday,Vivo,4,49165.59,Hafsa Raja,55,Quetta,JazzCash,4,Vivo S1,5/15/2024
3330,Wednesday,Xiaomi,6,56163.75,Rida Naqvi,29,Karachi,Bank Transfer,2,Redmi 9,5/15/2024
3331,Thursday,Samsung,4,19402.56,Misbah Durrani,58,Islamabad,JazzCash,5,Galaxy Note 20,5/16/2024
3332,Thursday,Samsung,5,54491.04,Fozia Bhatti,51,Quetta,Credit Card,1,Galaxy S21,5/16/2024
3333,Thursday,Apple,6,45965.7,Aisha Aslam,42,Peshawar,JazzCash,5,iPhone 12,5/16/2024
3334,Friday,Apple,5,13454.31,Noor Malik,34,Islamabad,Bank Transfer,5,iPhone 12,5/17/2024
3335,Friday,Apple,7,56646.74,Ayesha Aziz,50,Karachi,Cash,5,iPhone SE,5/17/2024
3336,Friday,Samsung,9,32984.82,Sumera Baig,40,Gujranwala,Easypaisa,2,Galaxy Note 20,5/17/2024
3337,Friday,Xiaomi,7,29822.86,Javeria Hashmi,26,Sialkot,JazzCash,5,Redmi 9,5/17/2024
3338,Saturday,OnePlus,7,36884.51,Saima Aziz,23,Multan,Cash,4,OnePlus Nord,5/18/2024
3339,Saturday,Apple,4,30770.5,Misbah Durrani,19,Gujranwala,Credit Card,3,iPhone 11,5/18/2024
3340,Saturday,Xiaomi,1,30297.14,Fatima Riaz,55,Karachi,Cash,4,Mi 11,5/18/2024
3341,Sunday,Vivo,8,58484.66,Parveen Mirza,26,Islamabad,JazzCash,1,Vivo S1,5/19/2024
3342,Sunday,Apple,4,17470.32,Rida Rana,20,Karachi,Cash,2,iPhone 11,5/19/2024
3343,Sunday,OnePlus,1,68236,Rimsha Abbasi,33,Sargodha,Cash,3,OnePlus Nord,5/19/2024
3344,Sunday,Vivo,5,43295.9,Yasmin Qureshi,42,Islamabad,Credit Card,2,Vivo V20,5/19/2024
3345,Monday,Vivo,8,20975.44,Rashid Siddiqui,41,Lahore,Cash,2,Vivo Y51,5/20/2024
3346,Monday,OnePlus,4,17872.93,Umer Akhtar,46,Sukkur,Credit Card,5,OnePlus 9,5/20/2024
3347,Monday,Apple,8,45490.57,Laiba Riaz,57,Sialkot,Credit Card,4,iPhone 11,5/20/2024
3348,Tuesday,Samsung,8,47979.97,Sajid Kazmi,43,Sargodha,Cash,3,Galaxy A51,5/21/2024
3349,Tuesday,OnePlus,3,13181.55,Usman Bhatti,55,Karachi,Bank Transfer,5,OnePlus Nord,5/21/2024
3350,Tuesday,OnePlus,9,24580.11,Faisal Butt,52,Multan,Easypaisa,3,OnePlus Nord,5/21/2024
3351,Wednesday,OnePlus,3,57727.72,Mohsin Hashmi,40,Bahawalpur,Cash,4,OnePlus Nord,5/22/2024
3352,Wednesday,Vivo,1,12977.48,Kashif Farooq,21,Multan,Cash,5,Vivo S1,5/22/2024
3353,Wednesday,Xiaomi,2,61305.32,Rashid Bhatti,59,Karachi,Cash,3,Redmi 9,5/22/2024
3354,Wednesday,Samsung,6,49489.75,Ayesha Abbasi,31,Faisalabad,Easypaisa,5,Galaxy Note 20,5/22/2024
3355,Thursday,Apple,2,36065.4,Haris Abbasi,56,Karachi,Easypaisa,2,iPhone 11,5/23/2024
3356,Thursday,Apple,6,30785.97,Salman Durrani,24,Sukkur,Credit Card,1,iPhone 12,5/23/2024
3357,Thursday,Xiaomi,1,11154.94,Mehwish Siddiqui,25,Abbottabad,Easypaisa,3,Mi 11,5/23/2024
3358,Friday,OnePlus,1,59512.9,Afshan Paracha,59,Multan,Easypaisa,4,OnePlus 8T,5/24/2024
3359,Friday,Samsung,5,18563.31,Mohsin Aslam,36,Peshawar,Cash,3,Galaxy S21,5/24/2024
3360,Friday,Apple,9,28572.52,Zara Riaz,19,Islamabad,Credit Card,1,iPhone 12,5/24/2024
3361,Friday,Apple,8,44146.42,Ibrahim Pasha,18,Sahiwal,Bank Transfer,3,iPhone SE,5/24/2024
3362,Saturday,OnePlus,3,24759.56,Zeeshan Mengal,59,Faisalabad,Credit Card,3,OnePlus 9,5/25/2024
3363,Saturday,Xiaomi,3,39828.43,Sadia Syed,55,Islamabad,Easypaisa,3,Redmi Note 10,5/25/2024
3364,Saturday,Samsung,1,58560.57,Javeria Ali,30,Quetta,Easypaisa,4,Galaxy Note 20,5/25/2024
3365,Sunday,Xiaomi,3,38232.28,Sadia Hussain,59,Islamabad,Cash,1,Redmi 9,5/26/2024
3366,Sunday,Xiaomi,1,66938.64,Nimra Wattoo,41,Sargodha,Bank Transfer,1,Redmi Note 10,5/26/2024
3367,Sunday,Samsung,8,60850.04,Sumera Baig,49,Karachi,Bank Transfer,4,Galaxy A51,5/26/2024
3368,Monday,Samsung,1,29982.35,Maryam Paracha,47,Sargodha,JazzCash,3,Galaxy A51,5/27/2024
3369,Monday,Apple,5,33997.73,Rashid Wattoo,23,Gujranwala,Easypaisa,3,iPhone 12,5/27/2024
3370,Monday,Apple,9,35399.6,Talha Iqbal,55,Gujrat,Easypaisa,1,iPhone 12,5/27/2024
3371,Tuesday,Samsung,7,47570.77,Kashif Talpur,50,Faisalabad,Credit Card,3,Galaxy S21,5/28/2024
3372,Tuesday,Vivo,4,27207.74,Laiba Gondal,40,Gujrat,Easypaisa,2,Vivo V20,5/28/2024
3373,Tuesday,Apple,9,68154.95,Saad Baig,27,Islamabad,Bank Transfer,3,iPhone SE,5/28/2024
3374,Tuesday,Vivo,9,46521.05,Sobia Mengal,32,Karachi,Bank Transfer,3,Vivo Y51,5/28/2024
3375,Wednesday,Samsung,2,33964.1,Madiha Paracha,40,Hyderabad,Bank Transfer,5,Galaxy A51,5/29/2024
3376,Wednesday,Apple,6,48700.59,Fahad Ali,53,Rawalpindi,Cash,1,iPhone SE,5/29/2024
3377,Wednesday,Xiaomi,4,33724.3,Afshan Durrani,18,Gujranwala,Credit Card,1,Redmi 9,5/29/2024
3378,Thursday,Samsung,8,59067.74,Sadia Lodhi,25,Islamabad,Credit Card,2,Galaxy S21,5/30/2024
3379,Thursday,OnePlus,7,44070.46,Madiha Mirza,20,Sahiwal,Easypaisa,2,OnePlus 9,5/30/2024
3380,Thursday,Vivo,7,12518.23,Nasir Qureshi,31,Gujranwala,Cash,2,Vivo Y51,5/30/2024
3381,Friday,Samsung,9,20605.41,Nimra Farooq,34,Islamabad,Credit Card,1,Galaxy Note 20,5/31/2024
3382,Friday,Samsung,5,61899.64,Ahsan Paracha,51,Faisalabad,Cash,5,Galaxy Note 20,5/31/2024
3383,Friday,Apple,6,43773.99,Mudassar Khattak,23,Gujrat,Cash,5,iPhone SE,5/31/2024
3384,Saturday,Apple,1,67020.61,Ibrahim Aziz,22,Karachi,Easypaisa,4,iPhone 11,6/1/2024
3385,Saturday,Apple,6,14345.34,Noor Qureshi,58,Sheikhupura,Cash,1,iPhone SE,6/1/2024
3386,Saturday,OnePlus,2,27715.64,Muneeba Ahmed,57,Gujranwala,Credit Card,4,OnePlus 9,6/1/2024
3387,Sunday,Apple,6,21612.6,Usman Aziz,46,Karachi,Easypaisa,3,iPhone SE,6/2/2024
3388,Sunday,Samsung,9,43230.42,Farhan Chaudhry,52,Sukkur,Credit Card,2,Galaxy S21,6/2/2024
3389,Sunday,Apple,8,32967.57,Laiba Tarar,35,Peshawar,Cash,4,iPhone 12,6/2/2024
3390,Sunday,Xiaomi,9,19436.41,Shazia Riaz,57,Islamabad,Cash,4,Mi 11,6/2/2024
3391,Monday,Apple,8,48565.11,Amber Syed,47,Hyderabad,Bank Transfer,5,iPhone 12,6/3/2024
3392,Monday,OnePlus,3,42177.9,Parveen Bhutto,32,Abbottabad,Easypaisa,2,OnePlus 8T,6/3/2024
3393,Monday,Xiaomi,8,26484.18,Afshan Butt,32,Islamabad,Easypaisa,2,Mi 11,6/3/2024
3394,Monday,Samsung,6,38786.28,Maryam Aziz,33,Karachi,JazzCash,5,Galaxy Note 20,6/3/2024
3395,Tuesday,Samsung,6,54744.3,Zaid Kazmi,50,Islamabad,Credit Card,4,Galaxy A51,6/4/2024
3396,Tuesday,Vivo,6,22316.3,Waqas Khan,27,Gujranwala,Credit Card,5,Vivo Y51,6/4/2024
3397,Tuesday,Xiaomi,3,27574.34,Uzma Ahmed,36,Sialkot,Cash,4,Mi 11,6/4/2024
3398,Wednesday,Vivo,1,30766.66,Mehwish Rana,54,Islamabad,Easypaisa,5,Vivo V20,6/5/2024
3399,Wednesday,Xiaomi,4,54803.59,Uzma Bhatti,20,Karachi,Cash,5,Redmi 9,6/5/2024
3400,Wednesday,Xiaomi,6,60815.36,Yasir Siddiqui,53,Karachi,JazzCash,3,Mi 11,6/5/2024
3401,Wednesday,OnePlus,2,32583.31,Gulnaz Raja,21,Sargodha,Cash,4,OnePlus 8T,6/5/2024
3402,Thursday,Vivo,7,27797.25,Sohail Aslam,28,Islamabad,Credit Card,4,Vivo Y51,6/6/2024
3403,Thursday,OnePlus,7,63366.81,Aisha Leghari,58,Peshawar,Credit Card,2,OnePlus 9,6/6/2024
3404,Thursday,Xiaomi,4,69961.9,Fahad Hussain,50,Multan,JazzCash,2,Redmi Note 10,6/6/2024
3405,Friday,Samsung,4,50221.22,Rabia Gujjar,45,Sargodha,Credit Card,5,Galaxy S21,6/7/2024
3406,Friday,Xiaomi,1,69398.84,Madiha Paracha,49,Lahore,Bank Transfer,3,Mi 11,6/7/2024
3407,Friday,OnePlus,2,49597.98,Nasir Siddiqui,33,Islamabad,Easypaisa,5,OnePlus 8T,6/7/2024
3408,Saturday,Vivo,9,54007.62,Misbah Raja,26,Faisalabad,JazzCash,4,Vivo Y51,6/8/2024
3409,Saturday,Vivo,8,33319.36,Waseem Baig,28,Sukkur,JazzCash,5,Vivo Y51,6/8/2024
3410,Saturday,OnePlus,8,35978.05,Zara Mirza,23,Gujrat,Bank Transfer,3,OnePlus 8T,6/8/2024
3411,Sunday,Vivo,9,18648.14,Haris Paracha,44,Quetta,Credit Card,2,Vivo V20,6/9/2024
3412,Sunday,Apple,7,59365,Rimsha Qureshi,29,Faisalabad,Easypaisa,3,iPhone 11,6/9/2024
3413,Sunday,Samsung,9,65863.54,Kiran Rana,39,Karachi,Cash,5,Galaxy A51,6/9/2024
3414,Sunday,Samsung,2,47406.29,Sobia Mengal,57,Mardan,Easypaisa,5,Galaxy Note 20,6/9/2024
3415,Monday,Samsung,6,30618.84,Razia Javed,54,Sialkot,Credit Card,2,Galaxy S21,6/10/2024
3416,Monday,Vivo,3,19240.98,Kashif Ansari,38,Rawalpindi,Easypaisa,2,Vivo Y51,6/10/2024
3417,Monday,Vivo,6,25909.37,Fatima Kazmi,50,Hyderabad,Easypaisa,5,Vivo S1,6/10/2024
3418,Monday,Xiaomi,3,25324.63,Nimra Tiwana,34,Karachi,JazzCash,2,Mi 11,6/10/2024
3419,Tuesday,Xiaomi,8,46811.67,Tooba Aslam,46,Peshawar,JazzCash,5,Redmi 9,6/11/2024
3420,Tuesday,Samsung,4,66702.25,Saad Khattak,57,Sialkot,Credit Card,2,Galaxy A51,6/11/2024
3421,Tuesday,Apple,6,12896.31,Tariq Qureshi,27,Islamabad,Bank Transfer,4,iPhone 12,6/11/2024
3422,Tuesday,Xiaomi,9,10061.34,Yasmin Durrani,35,Islamabad,Credit Card,3,Redmi 9,6/11/2024
3423,Wednesday,Xiaomi,2,46010.92,Rizwan Talpur,30,Karachi,Cash,5,Mi 11,6/12/2024
3424,Wednesday,Vivo,2,27043.63,Zaid Kazmi,44,Lahore,Easypaisa,5,Vivo S1,6/12/2024
3425,Wednesday,Apple,7,62832.9,Kamran Durrani,27,Abbottabad,Cash,5,iPhone 11,6/12/2024
3426,Wednesday,Samsung,2,29635.02,Ibrahim Aslam,49,Sukkur,Cash,4,Galaxy Note 20,6/12/2024
3427,Thursday,Xiaomi,2,27384.26,Zubair Khoso,58,Hyderabad,Easypaisa,2,Mi 11,6/13/2024
3428,Thursday,Apple,4,26170.64,Madiha Aziz,20,Sheikhupura,JazzCash,2,iPhone 11,6/13/2024
3429,Thursday,Apple,9,18691.17,Aisha Hussain,39,Sheikhupura,Cash,5,iPhone 12,6/13/2024
3430,Thursday,Samsung,8,44891.83,Yasmin Qureshi,44,Lahore,Easypaisa,2,Galaxy Note 20,6/13/2024
3431,Friday,Apple,2,20092.82,Naveed Butt,20,Sukkur,Cash,2,iPhone 12,6/14/2024
3432,Friday,Apple,8,35477.87,Hassan Sheikh,50,Mardan,Cash,4,iPhone SE,6/14/2024
3433,Friday,Apple,4,37658.32,Shafiq Ali,19,Karachi,Easypaisa,5,iPhone 11,6/14/2024
3434,Friday,Xiaomi,2,11229.52,Haris Syed,28,Peshawar,Bank Transfer,3,Redmi 9,6/14/2024
3435,Saturday,Samsung,7,11008.44,Hina Baig,27,Mardan,Credit Card,5,Galaxy S21,6/15/2024
3436,Saturday,Apple,6,41212.76,Yasir Syed,56,Quetta,Easypaisa,5,iPhone 11,6/15/2024
3437,Saturday,Apple,5,51762.08,Rida Khoso,50,Karachi,Credit Card,3,iPhone 11,6/15/2024
3438,Saturday,Xiaomi,1,66528.55,Tayyaba Qureshi,24,Abbottabad,Easypaisa,5,Redmi Note 10,6/15/2024
3439,Sunday,Samsung,2,20747.16,Rimsha Pasha,32,Islamabad,Easypaisa,5,Galaxy A51,6/16/2024
3440,Sunday,Vivo,8,16195.53,Zaid Gondal,43,Gujranwala,Credit Card,4,Vivo V20,6/16/2024
3441,Sunday,Xiaomi,1,13125.27,Samina Aziz,28,Faisalabad,Credit Card,4,Redmi 9,6/16/2024
3442,Sunday,Samsung,3,36162.49,Fahad Abbasi,55,Lahore,JazzCash,4,Galaxy A51,6/16/2024
3443,Monday,Apple,2,47388.84,Maryam Syed,44,Quetta,Easypaisa,5,iPhone SE,6/17/2024
3444,Monday,Samsung,5,60433.2,Misbah Riaz,56,Faisalabad,Easypaisa,5,Galaxy Note 20,6/17/2024
3445,Monday,Samsung,4,50958.69,Hamza Khoso,24,Sheikhupura,Easypaisa,2,Galaxy S21,6/17/2024
3446,Monday,Samsung,7,22501.65,Hamza Ansari,18,Gujrat,JazzCash,2,Galaxy Note 20,6/17/2024
3447,Tuesday,Vivo,5,37706.22,Fatima Wattoo,27,Gujrat,Credit Card,4,Vivo V20,6/18/2024
3448,Tuesday,Samsung,8,64620.78,Rabia Cheema,38,Karachi,Easypaisa,5,Galaxy A51,6/18/2024
3449,Tuesday,Vivo,4,29604.46,Laiba Javed,32,Sheikhupura,Credit Card,2,Vivo Y51,6/18/2024
3450,Wednesday,Apple,6,39923.82,Gulnaz Aziz,47,Islamabad,Bank Transfer,5,iPhone 11,6/19/2024
3451,Wednesday,Vivo,4,67513.92,Javeria Gujjar,47,Islamabad,Cash,5,Vivo Y51,6/19/2024
3452,Wednesday,Apple,2,54082.48,Fahad Abbasi,25,Islamabad,Credit Card,4,iPhone SE,6/19/2024
3453,Wednesday,Apple,1,54864.42,Noor Siddiqui,41,Sukkur,JazzCash,3,iPhone 12,6/19/2024
3454,Thursday,Vivo,1,25140.04,Waseem Aziz,36,Gujranwala,Cash,4,Vivo S1,6/20/2024
3455,Thursday,Xiaomi,8,34881.89,Kashif Tarar,20,Lahore,Easypaisa,3,Mi 11,6/20/2024
3456,Thursday,OnePlus,4,14940.53,Fahad Ali,32,Islamabad,Easypaisa,2,OnePlus 8T,6/20/2024
3457,Thursday,Samsung,5,46391.55,Rubina Hashmi,53,Karachi,Credit Card,3,Galaxy A51,6/20/2024
3458,Friday,OnePlus,8,16223.81,Kashif Javed,23,Bahawalpur,Cash,5,OnePlus 8T,6/21/2024
3459,Friday,Samsung,7,60154.57,Hafsa Raja,59,Bahawalpur,Bank Transfer,3,Galaxy Note 20,6/21/2024
3460,Friday,Samsung,8,58873.23,Zainab Khan,35,Islamabad,Easypaisa,2,Galaxy S21,6/21/2024
3461,Friday,Apple,8,42016.31,Afshan Tarar,55,Bahawalpur,Easypaisa,2,iPhone 12,6/21/2024
3462,Saturday,Samsung,6,18469.96,Sumera Gillani,36,Karachi,Cash,4,Galaxy S21,6/22/2024
3463,Saturday,Samsung,2,11534.74,Asad Butt,47,Lahore,Bank Transfer,2,Galaxy S21,6/22/2024
3464,Saturday,Vivo,6,57802.52,Tariq Qureshi,30,Islamabad,Easypaisa,5,Vivo V20,6/22/2024
3465,Saturday,OnePlus,1,46008.43,Madiha Mirza,56,Peshawar,Easypaisa,3,OnePlus 9,6/22/2024
3466,Sunday,Vivo,1,52655.78,Afshan Baloch,29,Karachi,Credit Card,5,Vivo Y51,6/23/2024
3467,Sunday,Samsung,3,28228.43,Hafsa Raja,51,Karachi,Bank Transfer,2,Galaxy Note 20,6/23/2024
3468,Sunday,Apple,3,40568.96,Waqas Gillani,29,Peshawar,Easypaisa,3,iPhone 12,6/23/2024
3469,Sunday,Vivo,5,54830.45,Babar Paracha,41,Islamabad,Cash,4,Vivo S1,6/23/2024
3470,Monday,Vivo,1,37753.8,Gulnaz Akhtar,21,Sahiwal,Easypaisa,5,Vivo V20,6/24/2024
3471,Monday,Xiaomi,6,46083.05,Samina Aziz,53,Abbottabad,Bank Transfer,4,Mi 11,6/24/2024
3472,Monday,Samsung,7,57383.7,Parveen Paracha,31,Karachi,Credit Card,5,Galaxy A51,6/24/2024
3473,Monday,Apple,3,22913.24,Hina Aziz,34,Quetta,Easypaisa,4,iPhone SE,6/24/2024
3474,Tuesday,Vivo,4,13955.73,Yasir Pasha,20,Quetta,Cash,3,Vivo S1,6/25/2024
3475,Tuesday,Vivo,3,41909.41,Bushra Ali,55,Sahiwal,Easypaisa,5,Vivo Y51,6/25/2024
3476,Tuesday,Apple,1,13727.55,Rashid Aslam,40,Sahiwal,Cash,4,iPhone SE,6/25/2024
3477,Tuesday,Samsung,8,55993.44,Sajid Zardari,30,Karachi,JazzCash,4,Galaxy Note 20,6/25/2024
3478,Wednesday,Xiaomi,2,53152.69,Laiba Wattoo,26,Islamabad,Credit Card,5,Mi 11,6/26/2024
3479,Wednesday,Vivo,1,62902.76,Amna Paracha,38,Sialkot,JazzCash,3,Vivo V20,6/26/2024
3480,Wednesday,Xiaomi,8,48373.73,Umer Abbasi,58,Islamabad,Easypaisa,4,Mi 11,6/26/2024
3481,Wednesday,OnePlus,7,14031.85,Javeria Bhatti,25,Islamabad,Easypaisa,3,OnePlus Nord,6/26/2024
3482,Thursday,Samsung,7,25189.13,Hamza Siddiqui,34,Sheikhupura,Credit Card,2,Galaxy Note 20,6/27/2024
3483,Thursday,OnePlus,4,58475.91,Razia Mengal,33,Karachi,Cash,5,OnePlus 8T,6/27/2024
3484,Thursday,OnePlus,9,20027.95,Mehwish Ansari,33,Sargodha,Bank Transfer,5,OnePlus 9,6/27/2024
3485,Thursday,OnePlus,6,51908.83,Babar Hashmi,45,Karachi,Cash,5,OnePlus 9,6/27/2024
3486,Friday,Samsung,2,56815.56,Aroha Butt,33,Multan,Easypaisa,3,Galaxy Note 20,6/28/2024
3487,Friday,Samsung,1,29806.71,Sidra Raja,31,Hyderabad,Cash,4,Galaxy Note 20,6/28/2024
3488,Friday,Apple,1,29337.85,Sobia Hashmi,55,Rawalpindi,JazzCash,4,iPhone 11,6/28/2024
3489,Friday,Xiaomi,9,43468.16,Bilal Qureshi,37,Sargodha,Cash,3,Redmi Note 10,6/28/2024
3490,Saturday,Xiaomi,4,61677.18,Khalid Kazmi,58,Karachi,Easypaisa,3,Redmi Note 10,6/29/2024
3491,Saturday,Apple,5,23434.37,Aamir Ahmed,51,Karachi,JazzCash,2,iPhone SE,6/29/2024
3492,Saturday,Apple,3,66475.49,Amna Hussain,46,Islamabad,Cash,5,iPhone SE,6/29/2024
3493,Saturday,OnePlus,4,45947.12,Saad Khoso,20,Bahawalpur,Cash,5,OnePlus Nord,6/29/2024
3494,Sunday,Apple,8,69527.59,Yasir Pasha,27,Karachi,JazzCash,5,iPhone SE,6/30/2024
3495,Sunday,Vivo,4,15376.82,Irfan Hashmi,37,Hyderabad,Easypaisa,4,Vivo V20,6/30/2024
3496,Sunday,Xiaomi,9,17593.73,Naveed Paracha,19,Islamabad,JazzCash,5,Redmi Note 10,6/30/2024
3497,Monday,Apple,9,59598.51,Madiha Aziz,44,Sheikhupura,Easypaisa,4,iPhone 11,7/1/2024
3498,Monday,Vivo,6,61885.35,Aqsa Lodhi,49,Islamabad,Cash,4,Vivo S1,7/1/2024
3499,Monday,Vivo,2,36727.52,Tooba Leghari,27,Rawalpindi,Bank Transfer,2,Vivo Y51,7/1/2024
3500,Tuesday,Vivo,7,52844.27,Rida Naqvi,57,Sukkur,Easypaisa,3,Vivo Y51,7/2/2024
3501,Tuesday,Vivo,9,62053.44,Fozia Leghari,34,Islamabad,JazzCash,3,Vivo V20,7/2/2024
3502,Tuesday,OnePlus,6,12587.67,Naila Mengal,50,Islamabad,Cash,3,OnePlus 8T,7/2/2024
3503,Tuesday,Vivo,3,44437.03,Fatima Nawaz,23,Rawalpindi,Bank Transfer,5,Vivo Y51,7/2/2024
3504,Wednesday,OnePlus,7,61208.84,Rimsha Syed,56,Karachi,Cash,3,OnePlus 9,7/3/2024
3505,Wednesday,OnePlus,5,33889.3,Babar Paracha,35,Lahore,Cash,5,OnePlus 9,7/3/2024
3506,Wednesday,Vivo,1,28143.02,Fatima Aziz,26,Islamabad,Cash,5,Vivo V20,7/3/2024
3507,Wednesday,Xiaomi,3,57742.4,Irfan Bhutto,25,Sahiwal,Easypaisa,5,Redmi Note 10,7/3/2024
3508,Thursday,Vivo,5,30147.2,Shabana Hussain,42,Sargodha,Easypaisa,4,Vivo S1,7/4/2024
3509,Thursday,Vivo,7,10190.46,Ibrahim Gillani,48,Sialkot,Credit Card,2,Vivo S1,7/4/2024
3510,Thursday,Vivo,3,67574.36,Yasir Ahmed,59,Sukkur,Easypaisa,2,Vivo S1,7/4/2024
3511,Friday,Xiaomi,6,45527.39,Arooj Durrani,21,Faisalabad,Credit Card,4,Mi 11,7/5/2024
3512,Friday,Samsung,5,59171.08,Maryam Syed,37,Sargodha,JazzCash,5,Galaxy A51,7/5/2024
3513,Friday,Samsung,1,59518.09,Tahir Cheema,45,Quetta,Cash,2,Galaxy S21,7/5/2024
3514,Friday,OnePlus,6,13984.63,Rabia Mirza,57,Sialkot,Easypaisa,4,OnePlus Nord,7/5/2024
3515,Saturday,OnePlus,8,20251.61,Majid Hashmi,18,Rawalpindi,Cash,2,OnePlus 9,7/6/2024
3516,Saturday,Xiaomi,1,28667.24,Sidra Butt,57,Gujranwala,Credit Card,5,Redmi 9,7/6/2024
3517,Saturday,Apple,2,29241.96,Ibrahim Baloch,40,Islamabad,Easypaisa,2,iPhone SE,7/6/2024
3518,Sunday,Samsung,4,49527.17,Shahid Butt,30,Islamabad,Easypaisa,5,Galaxy S21,7/7/2024
3519,Sunday,OnePlus,2,47387.98,Junaid Zardari,33,Islamabad,Easypaisa,5,OnePlus 9,7/7/2024
3520,Sunday,Samsung,9,39675.39,Asad Khattak,43,Bahawalpur,Easypaisa,2,Galaxy Note 20,7/7/2024
3521,Monday,Xiaomi,8,22675.82,Fahad Hashmi,48,Multan,Cash,2,Mi 11,7/8/2024
3522,Monday,Xiaomi,8,32919.01,Madiha Khan,18,Rawalpindi,Easypaisa,5,Mi 11,7/8/2024
3523,Monday,Apple,4,42615.64,Tayyaba Nawaz,34,Gujrat,Credit Card,2,iPhone SE,7/8/2024
3524,Tuesday,Apple,5,38079.12,Sajid Chaudhry,33,Islamabad,Easypaisa,5,iPhone SE,7/9/2024
3525,Tuesday,Xiaomi,4,17637.55,Nasir Baig,54,Karachi,Credit Card,3,Redmi Note 10,7/9/2024
3526,Tuesday,OnePlus,9,48970.63,Bushra Malik,27,Gujrat,Credit Card,3,OnePlus 9,7/9/2024
3527,Wednesday,Samsung,2,14383.11,Irfan Mirza,55,Karachi,Cash,4,Galaxy Note 20,7/10/2024
3528,Wednesday,Vivo,8,32691.68,Saad Hussain,48,Islamabad,Easypaisa,3,Vivo V20,7/10/2024
3529,Wednesday,Apple,2,52601.76,Sajid Baloch,27,Gujranwala,Credit Card,5,iPhone SE,7/10/2024
3530,Thursday,Vivo,1,11201.41,Rimsha Syed,51,Lahore,Easypaisa,3,Vivo V20,7/11/2024
3531,Thursday,OnePlus,3,44198.97,Kamran Farooq,23,Sahiwal,Cash,3,OnePlus 9,7/11/2024
3532,Thursday,Apple,9,30071.26,Rashid Ali,45,Faisalabad,Cash,5,iPhone 12,7/11/2024
3533,Thursday,Vivo,3,10529.91,Ayesha Abbasi,45,Islamabad,Easypaisa,5,Vivo V20,7/11/2024
3534,Friday,OnePlus,9,21423,Ibrahim Pasha,30,Sargodha,Credit Card,3,OnePlus 9,7/12/2024
